BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
060014018001012,11,Copper (DSL/VDSL),18.0,1.5
060014018001012,12,Copper (DSL/VDSL),100.0,20.0
060014018001013,11,Copper (DSL/VDSL),18.0,1.5
060014018001013,12,Copper (DSL/VDSL),100.0,20.0
060014018001015,11,Copper (DSL/VDSL),18.0,1.5
060014018001015,12,Copper (DSL/VDSL),100.0,20.0
060014018001016,11,Copper (DSL/VDSL),18.0,1.5
060014018001016,12,Copper (DSL/VDSL),100.0,20.0
060014018001017,10,Copper (DSL/VDSL),3.0,0.384
060014018001017,11,Copper (DSL/VDSL),18.0,1.5
060014018001017,12,Copper (DSL/VDSL),100.0,20.0
060014018002000,11,Copper (DSL/VDSL),18.0,1.5
060014018002000,12,Copper (DSL/VDSL),100.0,20.0
060014018002001,11,Copper (DSL/VDSL),18.0,1.5
060014018002001,12,Copper (DSL/VDSL),50.0,10.0
060014018002001,50,Fiber to the Premises,1000.0,1000.0
060014018002002,11,Copper (DSL/VDSL),18.0,1.5
060014018002002,12,Copper (DSL/VDSL),100.0,20.0
060014018002003,11,Copper (DSL/VDSL),18.0,1.5
060014018002003,12,Copper (DSL/VDSL),100.0,20.0
060014018002004,11,Copper (DSL/VDSL),18.0,1.5
060014018002004,12,Copper (DSL/VDSL),75.0,20.0
060014018002005,10,Copper (DSL/VDSL),6.0,0.512
060014018002005,11,Copper (DSL/VDSL),18.0,1.5
060014018002005,12,Copper (DSL/VDSL),100.0,20.0
060014018002006,11,Copper (DSL/VDSL),18.0,1.5
060014018002006,12,Copper (DSL/VDSL),100.0,20.0
060014018002007,11,Copper (DSL/VDSL),18.0,1.5
060014018002007,12,Copper (DSL/VDSL),100.0,20.0
060014018002008,11,Copper (DSL/VDSL),18.0,1.5
060014018002008,12,Copper (DSL/VDSL),100.0,20.0
060014018002009,11,Copper (DSL/VDSL),18.0,1.5
060014018002009,12,Copper (DSL/VDSL),100.0,20.0
060014018002010,10,Copper (DSL/VDSL),6.0,0.512
060014018002010,11,Copper (DSL/VDSL),18.0,1.5
060014018002010,12,Copper (DSL/VDSL),100.0,20.0
060014018002011,11,Copper (DSL/VDSL),18.0,1.5
060014018002011,12,Copper (DSL/VDSL),100.0,20.0
060014022001000,11,Copper (DSL/VDSL),3.0,1.0
060014022001001,11,Copper (DSL/VDSL),6.0,1.0
060014022001002,11,Copper (DSL/VDSL),6.0,1.0
060014022001003,11,Copper (DSL/VDSL),18.0,1.5
060014022001003,12,Copper (DSL/VDSL),100.0,20.0
060014022001004,11,Copper (DSL/VDSL),18.0,1.5
060014022001004,12,Copper (DSL/VDSL),100.0,20.0
060014022001005,11,Copper (DSL/VDSL),18.0,1.5
060014022001005,12,Copper (DSL/VDSL),75.0,20.0
060014022001007,11,Copper (DSL/VDSL),18.0,1.5
060014022001007,12,Copper (DSL/VDSL),100.0,20.0
060014022001009,11,Copper (DSL/VDSL),18.0,1.5
060014022001009,12,Copper (DSL/VDSL),100.0,20.0
060014022001010,11,Copper (DSL/VDSL),18.0,1.5
060014022001010,12,Copper (DSL/VDSL),100.0,20.0
060014022001011,11,Copper (DSL/VDSL),18.0,1.5
060014022001011,12,Copper (DSL/VDSL),100.0,20.0
060014022001012,11,Copper (DSL/VDSL),18.0,1.5
060014022001012,12,Copper (DSL/VDSL),100.0,20.0
060014022001013,11,Copper (DSL/VDSL),18.0,1.5
060014022001013,12,Copper (DSL/VDSL),100.0,20.0
060014022001014,11,Copper (DSL/VDSL),18.0,1.5
060014022001014,12,Copper (DSL/VDSL),100.0,20.0
060014022001015,10,Copper (DSL/VDSL),3.0,0.384
060014022001015,11,Copper (DSL/VDSL),18.0,1.5
060014022001015,12,Copper (DSL/VDSL),100.0,20.0
060014022001015,50,Fiber to the Premises,1000.0,1000.0
060014022001016,10,Copper (DSL/VDSL),3.0,0.384
060014022001016,11,Copper (DSL/VDSL),18.0,1.5
060014022001016,12,Copper (DSL/VDSL),100.0,20.0
060014022001017,11,Copper (DSL/VDSL),18.0,1.5
060014022001017,12,Copper (DSL/VDSL),75.0,20.0
060014022001018,11,Copper (DSL/VDSL),18.0,1.5
060014022001018,12,Copper (DSL/VDSL),100.0,20.0
060014022001019,11,Copper (DSL/VDSL),18.0,1.5
060014022001019,12,Copper (DSL/VDSL),100.0,20.0
060014022002000,10,Copper (DSL/VDSL),1.5,0.256
060014022002000,11,Copper (DSL/VDSL),18.0,1.5
060014022002000,12,Copper (DSL/VDSL),50.0,10.0
060014022002000,50,Fiber to the Premises,1000.0,1000.0
060014022002001,11,Copper (DSL/VDSL),18.0,1.5
060014022002001,12,Copper (DSL/VDSL),75.0,20.0
060014022002001,50,Fiber to the Premises,1000.0,1000.0
060014022002002,11,Copper (DSL/VDSL),18.0,1.5
060014022002002,12,Copper (DSL/VDSL),100.0,20.0
060014022002002,50,Fiber to the Premises,1000.0,1000.0
060014022002004,11,Copper (DSL/VDSL),18.0,1.5
060014022002004,12,Copper (DSL/VDSL),50.0,10.0
060014022002004,50,Fiber to the Premises,1000.0,1000.0
060014022002005,11,Copper (DSL/VDSL),18.0,1.5
060014022002005,12,Copper (DSL/VDSL),25.0,5.0
060014022002005,50,Fiber to the Premises,1000.0,1000.0
060014022002006,11,Copper (DSL/VDSL),3.0,1.0
060014022002006,50,Fiber to the Premises,1000.0,1000.0
060014022002007,11,Copper (DSL/VDSL),18.0,1.5
060014022002007,12,Copper (DSL/VDSL),75.0,20.0
060014022002007,50,Fiber to the Premises,1000.0,1000.0
060014022003000,11,Copper (DSL/VDSL),18.0,1.5
060014022003000,12,Copper (DSL/VDSL),50.0,10.0
060014022003003,11,Copper (DSL/VDSL),18.0,1.5
060014022003003,12,Copper (DSL/VDSL),75.0,20.0
060014022003003,50,Fiber to the Premises,1000.0,1000.0
060014022003004,10,Copper (DSL/VDSL),6.0,0.512
060014022003004,50,Fiber to the Premises,1000.0,1000.0
060014022003005,10,Copper (DSL/VDSL),6.0,0.512
060014022003005,11,Copper (DSL/VDSL),18.0,1.5
060014022003005,12,Copper (DSL/VDSL),50.0,10.0
060014022003005,50,Fiber to the Premises,1000.0,1000.0
060014022003006,11,Copper (DSL/VDSL),1.5,1.0
060014022003006,50,Fiber to the Premises,1000.0,1000.0
060014022003007,11,Copper (DSL/VDSL),0.768,0.384
060014022003007,50,Fiber to the Premises,1000.0,1000.0
060014022003008,50,Fiber to the Premises,1000.0,1000.0
060014022003009,11,Copper (DSL/VDSL),0.768,0.384
060014022003009,50,Fiber to the Premises,1000.0,1000.0
060014022003010,50,Fiber to the Premises,1000.0,1000.0
060014022003013,11,Copper (DSL/VDSL),0.768,0.384
060014022003013,50,Fiber to the Premises,1000.0,1000.0
060014022003014,11,Copper (DSL/VDSL),3.0,1.0
060014022003015,11,Copper (DSL/VDSL),6.0,1.0
060014022003016,11,Copper (DSL/VDSL),18.0,1.5
060014022003017,50,Fiber to the Premises,1000.0,1000.0
060014024001005,10,Copper (DSL/VDSL),3.0,0.384
060014024001005,11,Copper (DSL/VDSL),18.0,1.5
060014024001005,12,Copper (DSL/VDSL),25.0,5.0
060014024001006,11,Copper (DSL/VDSL),18.0,1.5
060014024001006,12,Copper (DSL/VDSL),25.0,5.0
060014024001007,11,Copper (DSL/VDSL),18.0,1.5
060014024001007,12,Copper (DSL/VDSL),75.0,20.0
060014024001008,11,Copper (DSL/VDSL),18.0,1.5
060014024001008,12,Copper (DSL/VDSL),75.0,20.0
060014024001009,11,Copper (DSL/VDSL),18.0,1.5
060014024001009,12,Copper (DSL/VDSL),50.0,10.0
060014024001010,11,Copper (DSL/VDSL),18.0,1.5
060014024001010,12,Copper (DSL/VDSL),100.0,20.0
060014024001011,10,Copper (DSL/VDSL),6.0,0.512
060014024001011,11,Copper (DSL/VDSL),18.0,1.5
060014024001011,12,Copper (DSL/VDSL),100.0,20.0
060014024001012,11,Copper (DSL/VDSL),18.0,1.5
060014024001012,12,Copper (DSL/VDSL),75.0,20.0
060014024001013,10,Copper (DSL/VDSL),3.0,0.384
060014024001013,11,Copper (DSL/VDSL),18.0,1.5
060014024001013,12,Copper (DSL/VDSL),50.0,10.0
060014024001014,11,Copper (DSL/VDSL),10.0,1.0
060014024001014,50,Fiber to the Premises,1000.0,1000.0
060014024002000,11,Copper (DSL/VDSL),18.0,1.5
060014024002000,12,Copper (DSL/VDSL),100.0,20.0
060014024002001,11,Copper (DSL/VDSL),18.0,1.5
060014024002001,12,Copper (DSL/VDSL),100.0,20.0
060014024002002,10,Copper (DSL/VDSL),3.0,0.384
060014024002002,11,Copper (DSL/VDSL),18.0,1.5
060014024002002,12,Copper (DSL/VDSL),100.0,20.0
060014024002003,11,Copper (DSL/VDSL),18.0,1.5
060014024002003,12,Copper (DSL/VDSL),75.0,20.0
060014024002003,50,Fiber to the Premises,1000.0,1000.0
060014024002004,10,Copper (DSL/VDSL),3.0,0.384
060014024002004,11,Copper (DSL/VDSL),10.0,1.0
060014024002007,10,Copper (DSL/VDSL),1.5,0.256
060014024002007,11,Copper (DSL/VDSL),18.0,1.5
060014024002007,12,Copper (DSL/VDSL),100.0,20.0
060014024002008,11,Copper (DSL/VDSL),18.0,1.5
060014024002008,12,Copper (DSL/VDSL),100.0,20.0
060014024002009,11,Copper (DSL/VDSL),18.0,1.5
060014024002009,12,Copper (DSL/VDSL),100.0,20.0
060014024002010,11,Copper (DSL/VDSL),18.0,1.5
060014024002010,12,Copper (DSL/VDSL),100.0,20.0
060014025001001,11,Copper (DSL/VDSL),18.0,1.5
060014025001001,12,Copper (DSL/VDSL),100.0,20.0
060014025001001,50,Fiber to the Premises,1000.0,1000.0
060014025001004,11,Copper (DSL/VDSL),18.0,1.5
060014025001004,12,Copper (DSL/VDSL),75.0,20.0
060014025001004,50,Fiber to the Premises,1000.0,1000.0
060014025001005,11,Copper (DSL/VDSL),18.0,1.5
060014025001005,12,Copper (DSL/VDSL),75.0,20.0
060014025001005,50,Fiber to the Premises,1000.0,1000.0
060014025001006,11,Copper (DSL/VDSL),18.0,1.5
060014025001006,12,Copper (DSL/VDSL),100.0,20.0
060014025001006,50,Fiber to the Premises,1000.0,1000.0
060014025001008,11,Copper (DSL/VDSL),18.0,1.5
060014025001008,12,Copper (DSL/VDSL),50.0,10.0
060014025001008,50,Fiber to the Premises,1000.0,1000.0
060014025001010,11,Copper (DSL/VDSL),18.0,1.5
060014025001010,12,Copper (DSL/VDSL),100.0,20.0
060014025001010,50,Fiber to the Premises,1000.0,1000.0
060014025001012,11,Copper (DSL/VDSL),18.0,1.5
060014025001012,12,Copper (DSL/VDSL),100.0,20.0
060014025001013,11,Copper (DSL/VDSL),18.0,1.5
060014025001013,12,Copper (DSL/VDSL),75.0,20.0
060014025001014,11,Copper (DSL/VDSL),18.0,1.5
060014025001014,12,Copper (DSL/VDSL),100.0,20.0
060014025001015,11,Copper (DSL/VDSL),18.0,1.5
060014025001015,12,Copper (DSL/VDSL),75.0,20.0
060014025002000,11,Copper (DSL/VDSL),18.0,1.5
060014025002000,12,Copper (DSL/VDSL),100.0,20.0
060014025002001,11,Copper (DSL/VDSL),18.0,1.5
060014025002001,12,Copper (DSL/VDSL),100.0,20.0
060014025002002,11,Copper (DSL/VDSL),18.0,1.5
060014025002002,12,Copper (DSL/VDSL),50.0,10.0
060014025002004,10,Copper (DSL/VDSL),6.0,0.512
060014025002004,11,Copper (DSL/VDSL),18.0,1.5
060014025002004,12,Copper (DSL/VDSL),75.0,20.0
060014026001000,10,Copper (DSL/VDSL),6.0,0.512
060014026001000,11,Copper (DSL/VDSL),18.0,1.5
060014026001000,12,Copper (DSL/VDSL),50.0,10.0
060014026001006,11,Copper (DSL/VDSL),18.0,1.5
060014026001006,12,Copper (DSL/VDSL),50.0,10.0
060014026001008,10,Copper (DSL/VDSL),3.0,0.384
060014026001008,11,Copper (DSL/VDSL),18.0,1.5
060014026001008,12,Copper (DSL/VDSL),100.0,20.0
060014026001011,11,Copper (DSL/VDSL),18.0,1.5
060014026001011,12,Copper (DSL/VDSL),100.0,20.0
060014026001013,10,Copper (DSL/VDSL),6.0,0.512
060014026001013,11,Copper (DSL/VDSL),18.0,1.5
060014026001013,12,Copper (DSL/VDSL),100.0,20.0
060014026001014,10,Copper (DSL/VDSL),3.0,0.384
060014026001014,11,Copper (DSL/VDSL),18.0,1.5
060014026001014,12,Copper (DSL/VDSL),100.0,20.0
060014026001016,10,Copper (DSL/VDSL),6.0,0.512
060014026001016,11,Copper (DSL/VDSL),18.0,1.5
060014026001016,12,Copper (DSL/VDSL),100.0,20.0
060014026001016,50,Fiber to the Premises,1000.0,1000.0
060014026001021,11,Copper (DSL/VDSL),18.0,1.5
060014026001021,12,Copper (DSL/VDSL),100.0,20.0
060014026001024,11,Copper (DSL/VDSL),18.0,1.5
060014026001028,11,Copper (DSL/VDSL),18.0,1.5
060014026001028,12,Copper (DSL/VDSL),50.0,10.0
060014026001028,50,Fiber to the Premises,1000.0,1000.0
060014026001029,10,Copper (DSL/VDSL),6.0,0.512
060014026001029,11,Copper (DSL/VDSL),18.0,1.5
060014026001030,11,Copper (DSL/VDSL),12.0,1.5
060014026001033,11,Copper (DSL/VDSL),10.0,1.0
060014026001039,11,Copper (DSL/VDSL),18.0,1.5
060014026001039,12,Copper (DSL/VDSL),25.0,5.0
060014026001040,10,Copper (DSL/VDSL),6.0,0.512
060014026001040,11,Copper (DSL/VDSL),18.0,1.5
060014026001040,12,Copper (DSL/VDSL),100.0,20.0
060014026001040,50,Fiber to the Premises,1000.0,1000.0
060014026001041,10,Copper (DSL/VDSL),6.0,0.512
060014026001041,11,Copper (DSL/VDSL),18.0,1.5
060014026001041,12,Copper (DSL/VDSL),100.0,20.0
060014026001041,50,Fiber to the Premises,1000.0,1000.0
060014026001042,11,Copper (DSL/VDSL),3.0,1.0
060014026001042,12,Copper (DSL/VDSL),50.0,10.0
060014026001042,50,Fiber to the Premises,1000.0,1000.0
060014026001043,12,Copper (DSL/VDSL),25.0,5.0
060014026001043,50,Fiber to the Premises,1000.0,1000.0
060014026001044,11,Copper (DSL/VDSL),18.0,1.5
060014026001044,12,Copper (DSL/VDSL),50.0,10.0
060014026001044,50,Fiber to the Premises,1000.0,1000.0
060014027001000,11,Copper (DSL/VDSL),18.0,1.5
060014027001000,12,Copper (DSL/VDSL),100.0,20.0
060014027001000,50,Fiber to the Premises,1000.0,1000.0
060014027001001,11,Copper (DSL/VDSL),18.0,1.5
060014027001001,50,Fiber to the Premises,1000.0,1000.0
060014027001003,11,Copper (DSL/VDSL),18.0,1.5
060014027001003,50,Fiber to the Premises,1000.0,1000.0
060014027001008,11,Copper (DSL/VDSL),18.0,1.5
060014027001009,10,Copper (DSL/VDSL),3.0,0.384
060014027001009,11,Copper (DSL/VDSL),18.0,1.5
060014027001009,12,Copper (DSL/VDSL),100.0,20.0
060014027001009,50,Fiber to the Premises,1000.0,1000.0
060014027001010,11,Copper (DSL/VDSL),18.0,1.5
060014027001010,12,Copper (DSL/VDSL),100.0,20.0
060014027001010,50,Fiber to the Premises,1000.0,1000.0
060014027001011,11,Copper (DSL/VDSL),18.0,1.5
060014027001011,12,Copper (DSL/VDSL),100.0,20.0
060014027001015,11,Copper (DSL/VDSL),18.0,1.5
060014027001015,12,Copper (DSL/VDSL),50.0,10.0
060014027001016,11,Copper (DSL/VDSL),18.0,1.5
060014027001016,12,Copper (DSL/VDSL),100.0,20.0
060014027001017,11,Copper (DSL/VDSL),18.0,1.5
060014027001017,12,Copper (DSL/VDSL),100.0,20.0
060014027001018,10,Copper (DSL/VDSL),6.0,0.512
060014027001018,11,Copper (DSL/VDSL),18.0,1.5
060014027001018,12,Copper (DSL/VDSL),100.0,20.0
060014027001019,11,Copper (DSL/VDSL),18.0,1.5
060014027001019,12,Copper (DSL/VDSL),100.0,20.0
060014027001019,50,Fiber to the Premises,1000.0,1000.0
060014027002002,11,Copper (DSL/VDSL),18.0,1.5
060014027002002,50,Fiber to the Premises,1000.0,1000.0
060014027002003,11,Copper (DSL/VDSL),12.0,1.5
060014027002003,50,Fiber to the Premises,1000.0,1000.0
060014027002005,11,Copper (DSL/VDSL),18.0,1.5
060014027002005,50,Fiber to the Premises,1000.0,1000.0
060014027002008,11,Copper (DSL/VDSL),18.0,1.5
060014027002008,50,Fiber to the Premises,1000.0,1000.0
060014027002009,10,Copper (DSL/VDSL),3.0,0.384
060014027002009,11,Copper (DSL/VDSL),18.0,1.5
060014027002010,11,Copper (DSL/VDSL),18.0,1.5
060014027002010,12,Copper (DSL/VDSL),25.0,5.0
060014027002011,11,Copper (DSL/VDSL),18.0,1.5
060014027002011,12,Copper (DSL/VDSL),100.0,20.0
060014027002012,11,Copper (DSL/VDSL),18.0,1.5
060014027002012,12,Copper (DSL/VDSL),100.0,20.0
060014027002013,11,Copper (DSL/VDSL),18.0,1.5
060014027002014,11,Copper (DSL/VDSL),18.0,1.5
060014027002014,12,Copper (DSL/VDSL),100.0,20.0
060014027002019,11,Copper (DSL/VDSL),18.0,1.5
060014027002019,12,Copper (DSL/VDSL),75.0,20.0
060014027002020,11,Copper (DSL/VDSL),18.0,1.5
060014027002021,11,Copper (DSL/VDSL),18.0,1.5
060014027002021,12,Copper (DSL/VDSL),25.0,5.0
060014027002022,10,Copper (DSL/VDSL),1.5,0.256
060014027002022,11,Copper (DSL/VDSL),18.0,1.5
060014027002022,12,Copper (DSL/VDSL),100.0,20.0
060014027002023,11,Copper (DSL/VDSL),18.0,1.5
060014027002023,12,Copper (DSL/VDSL),100.0,20.0
060014027002023,50,Fiber to the Premises,1000.0,1000.0
060014027002026,11,Copper (DSL/VDSL),18.0,1.5
060014027002026,12,Copper (DSL/VDSL),100.0,20.0
060014027002029,11,Copper (DSL/VDSL),18.0,1.5
060014027002029,12,Copper (DSL/VDSL),100.0,20.0
060014027002030,11,Copper (DSL/VDSL),18.0,1.5
060014027002030,12,Copper (DSL/VDSL),100.0,20.0
060014028011004,11,Copper (DSL/VDSL),18.0,1.5
060014028011008,10,Copper (DSL/VDSL),6.0,0.512
060014028011008,11,Copper (DSL/VDSL),18.0,1.5
060014028011008,12,Copper (DSL/VDSL),25.0,5.0
060014028011009,11,Copper (DSL/VDSL),18.0,1.5
060014028011009,12,Copper (DSL/VDSL),50.0,10.0
060014028011011,10,Copper (DSL/VDSL),6.0,0.512
060014028011011,11,Copper (DSL/VDSL),18.0,1.5
060014028011011,12,Copper (DSL/VDSL),100.0,20.0
060014028011011,50,Fiber to the Premises,1000.0,1000.0
060014028011013,11,Copper (DSL/VDSL),18.0,1.5
060014028011014,11,Copper (DSL/VDSL),18.0,1.5
060014028011017,10,Copper (DSL/VDSL),1.5,0.256
060014028011017,11,Copper (DSL/VDSL),18.0,1.5
060014028011017,12,Copper (DSL/VDSL),75.0,20.0
060014028011018,11,Copper (DSL/VDSL),18.0,1.5
060014028011019,11,Copper (DSL/VDSL),18.0,1.5
060014028011021,11,Copper (DSL/VDSL),18.0,1.5
060014028011021,12,Copper (DSL/VDSL),50.0,10.0
060014028011021,50,Fiber to the Premises,1000.0,1000.0
060014028011022,11,Copper (DSL/VDSL),18.0,1.5
060014028011024,11,Copper (DSL/VDSL),18.0,1.5
060014028011025,10,Copper (DSL/VDSL),6.0,0.512
060014028011025,11,Copper (DSL/VDSL),18.0,1.5
060014028011026,10,Copper (DSL/VDSL),6.0,0.512
060014028011026,11,Copper (DSL/VDSL),18.0,1.5
060014028011029,10,Copper (DSL/VDSL),6.0,0.512
060014028011029,11,Copper (DSL/VDSL),18.0,1.5
060014028011030,10,Copper (DSL/VDSL),6.0,0.512
060014028011030,11,Copper (DSL/VDSL),18.0,1.5
060014028011031,10,Copper (DSL/VDSL),6.0,0.512
060014028011031,11,Copper (DSL/VDSL),18.0,1.5
060014028012000,10,Copper (DSL/VDSL),6.0,0.512
060014028012000,11,Copper (DSL/VDSL),18.0,1.5
060014028012000,12,Copper (DSL/VDSL),50.0,10.0
060014028012000,50,Fiber to the Premises,1000.0,1000.0
060014028013000,10,Copper (DSL/VDSL),6.0,0.512
060014028013000,11,Copper (DSL/VDSL),18.0,1.5
060014028013002,11,Copper (DSL/VDSL),18.0,1.5
060014028013002,12,Copper (DSL/VDSL),100.0,20.0
060014028013002,50,Fiber to the Premises,1000.0,1000.0
060014028013004,11,Copper (DSL/VDSL),18.0,1.5
060014028013004,12,Copper (DSL/VDSL),100.0,20.0
060014028013004,50,Fiber to the Premises,1000.0,1000.0
060014028021000,11,Copper (DSL/VDSL),18.0,1.5
060014028021001,10,Copper (DSL/VDSL),6.0,0.512
060014028021001,11,Copper (DSL/VDSL),18.0,1.5
060014028021002,10,Copper (DSL/VDSL),6.0,0.512
060014028021002,11,Copper (DSL/VDSL),18.0,1.5
060014028021003,11,Copper (DSL/VDSL),18.0,1.5
060014028021004,11,Copper (DSL/VDSL),18.0,1.5
060014028021005,10,Copper (DSL/VDSL),6.0,0.512
060014028021005,11,Copper (DSL/VDSL),18.0,1.5
060014028021006,10,Copper (DSL/VDSL),6.0,0.512
060014028021006,11,Copper (DSL/VDSL),18.0,1.5
060014028021007,11,Copper (DSL/VDSL),18.0,1.5
060014028021008,11,Copper (DSL/VDSL),18.0,1.5
060014028021008,50,Fiber to the Premises,1000.0,1000.0
060014028022000,11,Copper (DSL/VDSL),18.0,1.5
060014028022001,11,Copper (DSL/VDSL),18.0,1.5
060014028022001,50,Fiber to the Premises,1000.0,1000.0
060014028022003,11,Copper (DSL/VDSL),18.0,1.5
060014028022003,12,Copper (DSL/VDSL),75.0,20.0
060014028022004,10,Copper (DSL/VDSL),6.0,0.512
060014028022004,11,Copper (DSL/VDSL),18.0,1.5
060014028022004,50,Fiber to the Premises,1000.0,1000.0
060014028022005,10,Copper (DSL/VDSL),6.0,0.512
060014028022005,11,Copper (DSL/VDSL),18.0,1.5
060014028022005,12,Copper (DSL/VDSL),75.0,20.0
060014028022005,50,Fiber to the Premises,1000.0,1000.0
060014028022006,10,Copper (DSL/VDSL),6.0,0.512
060014028022006,11,Copper (DSL/VDSL),18.0,1.5
060014028022006,12,Copper (DSL/VDSL),75.0,20.0
060014028022006,50,Fiber to the Premises,1000.0,1000.0
060014029001001,11,Copper (DSL/VDSL),18.0,1.5
060014029001001,12,Copper (DSL/VDSL),50.0,10.0
060014029001002,10,Copper (DSL/VDSL),6.0,0.512
060014029001002,11,Copper (DSL/VDSL),18.0,1.5
060014029001002,12,Copper (DSL/VDSL),50.0,10.0
060014029001003,11,Copper (DSL/VDSL),18.0,1.5
060014029001005,10,Copper (DSL/VDSL),6.0,0.512
060014029001005,11,Copper (DSL/VDSL),18.0,1.5
060014029001007,10,Copper (DSL/VDSL),6.0,0.512
060014029001007,11,Copper (DSL/VDSL),18.0,1.5
060014029001008,10,Copper (DSL/VDSL),6.0,0.512
060014029001008,11,Copper (DSL/VDSL),18.0,1.5
060014029001009,10,Copper (DSL/VDSL),6.0,0.512
060014029001009,11,Copper (DSL/VDSL),18.0,1.5
060014029001010,10,Copper (DSL/VDSL),6.0,0.512
060014029001010,11,Copper (DSL/VDSL),18.0,1.5
060014029001011,10,Copper (DSL/VDSL),6.0,0.512
060014029001011,11,Copper (DSL/VDSL),18.0,1.5
060014029001012,11,Copper (DSL/VDSL),18.0,1.5
060014029001012,50,Fiber to the Premises,1000.0,1000.0
060014029001014,10,Copper (DSL/VDSL),6.0,0.512
060014029001014,11,Copper (DSL/VDSL),18.0,1.5
060014029001014,12,Copper (DSL/VDSL),50.0,10.0
060014029001016,10,Copper (DSL/VDSL),3.0,0.384
060014029001016,11,Copper (DSL/VDSL),18.0,1.5
060014029001017,11,Copper (DSL/VDSL),18.0,1.5
060014029001017,50,Fiber to the Premises,1000.0,1000.0
060014029001018,10,Copper (DSL/VDSL),6.0,0.512
060014029001018,11,Copper (DSL/VDSL),18.0,1.5
060014029001019,10,Copper (DSL/VDSL),6.0,0.512
060014029001019,11,Copper (DSL/VDSL),18.0,1.5
060014029001019,50,Fiber to the Premises,1000.0,1000.0
060014029001024,11,Copper (DSL/VDSL),18.0,1.5
060014029001025,10,Copper (DSL/VDSL),6.0,0.512
060014029001025,11,Copper (DSL/VDSL),18.0,1.5
060014029001025,50,Fiber to the Premises,1000.0,1000.0
060014029001026,10,Copper (DSL/VDSL),6.0,0.512
060014029001026,11,Copper (DSL/VDSL),18.0,1.5
060014029001026,50,Fiber to the Premises,1000.0,1000.0
060014029001027,11,Copper (DSL/VDSL),18.0,1.5
060014029001027,50,Fiber to the Premises,1000.0,1000.0
060014029001028,10,Copper (DSL/VDSL),3.0,0.384
060014029001028,11,Copper (DSL/VDSL),18.0,1.5
060014029001028,50,Fiber to the Premises,1000.0,1000.0
060014029001029,10,Copper (DSL/VDSL),6.0,0.512
060014029001029,11,Copper (DSL/VDSL),18.0,1.5
060014029001029,12,Copper (DSL/VDSL),100.0,20.0
060014029001030,11,Copper (DSL/VDSL),18.0,1.5
060014029001031,10,Copper (DSL/VDSL),6.0,0.512
060014029001031,11,Copper (DSL/VDSL),18.0,1.5
060014029001032,10,Copper (DSL/VDSL),6.0,0.512
060014029001032,11,Copper (DSL/VDSL),18.0,1.5
060014029002000,10,Copper (DSL/VDSL),3.0,0.384
060014029002000,11,Copper (DSL/VDSL),18.0,1.5
060014029002000,12,Copper (DSL/VDSL),75.0,20.0
060014029002000,50,Fiber to the Premises,1000.0,1000.0
060014029002001,10,Copper (DSL/VDSL),6.0,0.512
060014029002001,11,Copper (DSL/VDSL),18.0,1.5
060014029002001,12,Copper (DSL/VDSL),100.0,20.0
060014029002001,50,Fiber to the Premises,1000.0,1000.0
060014030001000,11,Copper (DSL/VDSL),18.0,1.5
060014030001001,10,Copper (DSL/VDSL),6.0,0.512
060014030001001,11,Copper (DSL/VDSL),18.0,1.5
060014030001001,12,Copper (DSL/VDSL),100.0,20.0
060014030001003,10,Copper (DSL/VDSL),6.0,0.512
060014030001003,11,Copper (DSL/VDSL),18.0,1.5
060014030001004,11,Copper (DSL/VDSL),18.0,1.5
060014030001004,12,Copper (DSL/VDSL),75.0,20.0
060014030001009,11,Copper (DSL/VDSL),18.0,1.5
060014030001010,10,Copper (DSL/VDSL),3.0,0.384
060014030001010,11,Copper (DSL/VDSL),18.0,1.5
060014030002000,10,Copper (DSL/VDSL),3.0,0.384
060014030002000,11,Copper (DSL/VDSL),18.0,1.5
060014030002001,10,Copper (DSL/VDSL),6.0,0.512
060014030002001,11,Copper (DSL/VDSL),18.0,1.5
060014030002001,50,Fiber to the Premises,1000.0,1000.0
060014030002002,10,Copper (DSL/VDSL),6.0,0.512
060014030002002,11,Copper (DSL/VDSL),18.0,1.5
060014030002003,10,Copper (DSL/VDSL),6.0,0.512
060014030002003,11,Copper (DSL/VDSL),18.0,1.5
060014030002004,11,Copper (DSL/VDSL),18.0,1.5
060014030002005,11,Copper (DSL/VDSL),18.0,1.5
060014030002006,10,Copper (DSL/VDSL),6.0,0.512
060014030002006,11,Copper (DSL/VDSL),18.0,1.5
060014030002006,12,Copper (DSL/VDSL),25.0,5.0
060014030002007,11,Copper (DSL/VDSL),18.0,1.5
060014030002007,12,Copper (DSL/VDSL),100.0,20.0
060014030002008,10,Copper (DSL/VDSL),6.0,0.512
060014030002008,11,Copper (DSL/VDSL),18.0,1.5
060014030002009,10,Copper (DSL/VDSL),3.0,0.384
060014030002009,11,Copper (DSL/VDSL),18.0,1.5
060014030002009,20,Other/Unknown,0.416,0.416
060014030002010,11,Copper (DSL/VDSL),18.0,1.5
060014030002010,12,Copper (DSL/VDSL),75.0,20.0
060014030002011,11,Copper (DSL/VDSL),18.0,1.5
060014030002011,12,Copper (DSL/VDSL),100.0,20.0
060014030002011,50,Fiber to the Premises,1000.0,1000.0
060014030002012,11,Copper (DSL/VDSL),18.0,1.5
