zcta,BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
94606,060014059011003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011004,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059011004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011004,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011005,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011005,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011006,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011008,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011008,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011012,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011012,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011013,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011013,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059011016,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059011016,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012001,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059012001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012001,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012004,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012008,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012008,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012009,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012009,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059012013,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012013,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012015,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012015,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012018,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012018,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059012019,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059012019,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059012019,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013000,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013000,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013001,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013002,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013002,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013004,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013005,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013005,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013006,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013009,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059013009,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013009,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059013012,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059013012,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021001,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021002,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021002,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021002,50,Fiber to the Premises,1000.0,1000.0
94606,060014059021003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021003,50,Fiber to the Premises,1000.0,1000.0
94606,060014059021006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021006,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059021007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021007,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059021010,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021010,12,Copper (DSL/VDSL),50.0,10.0
94606,060014059021011,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021011,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021012,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059021012,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021012,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021013,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021013,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021015,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021015,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059021015,50,Fiber to the Premises,1000.0,1000.0
94606,060014059021018,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021018,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059021019,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021019,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059021020,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021020,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059021022,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021022,12,Copper (DSL/VDSL),50.0,10.0
94606,060014059021023,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059021023,12,Copper (DSL/VDSL),50.0,10.0
94606,060014059022000,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022000,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022000,50,Fiber to the Premises,1000.0,1000.0
94606,060014059022002,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022002,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022004,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022005,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022005,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022005,50,Fiber to the Premises,1000.0,1000.0
94606,060014059022006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022006,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022007,50,Fiber to the Premises,1000.0,1000.0
94606,060014059022008,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059022008,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022008,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022009,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022009,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022010,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022010,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022012,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022012,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022013,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022013,12,Copper (DSL/VDSL),75.0,20.0
94606,060014059022014,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022014,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022015,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022015,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022016,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022016,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022017,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022017,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022018,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022018,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022027,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022027,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022028,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022028,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022029,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022029,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022030,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022030,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022031,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022031,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022032,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022032,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022033,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022033,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022034,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059022034,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022034,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022035,10,Copper (DSL/VDSL),3.0,0.384
94606,060014059022035,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022035,12,Copper (DSL/VDSL),100.0,20.0
94606,060014059022037,11,Copper (DSL/VDSL),18.0,1.5
94606,060014059022037,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001001,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001003,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001006,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001008,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060001008,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001008,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001008,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001010,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001010,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060001012,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001012,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060001015,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060001015,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001015,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001015,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001016,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001016,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060001019,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001019,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001020,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001020,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001021,10,Copper (DSL/VDSL),6.0,0.512
94606,060014060001021,11,Copper (DSL/VDSL),10.0,1.0
94606,060014060001022,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001022,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060001023,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001023,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060001024,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001024,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060001026,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001030,11,Copper (DSL/VDSL),12.0,1.5
94606,060014060001031,11,Copper (DSL/VDSL),12.0,1.5
94606,060014060001033,11,Copper (DSL/VDSL),6.0,1.0
94606,060014060001040,11,Copper (DSL/VDSL),3.0,1.0
94606,060014060001043,11,Copper (DSL/VDSL),12.0,1.5
94606,060014060001043,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001045,11,Copper (DSL/VDSL),12.0,1.5
94606,060014060001046,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060001046,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001046,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060001047,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060001047,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001047,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001048,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001048,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060001048,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001050,11,Copper (DSL/VDSL),6.0,1.0
94606,060014060001052,11,Copper (DSL/VDSL),6.0,1.0
94606,060014060001053,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001053,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060001053,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001056,11,Copper (DSL/VDSL),10.0,1.0
94606,060014060001057,11,Copper (DSL/VDSL),10.0,1.0
94606,060014060001058,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001061,10,Copper (DSL/VDSL),0.768,0.256
94606,060014060001061,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001061,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060001062,10,Copper (DSL/VDSL),1.5,0.256
94606,060014060001062,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060001062,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060001062,50,Fiber to the Premises,1000.0,1000.0
94606,060014060001063,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060001063,11,Copper (DSL/VDSL),12.0,1.5
94606,060014060002001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002001,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002004,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060002004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002004,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002005,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002005,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002005,50,Fiber to the Premises,1000.0,1000.0
94606,060014060002008,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002008,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002008,50,Fiber to the Premises,1000.0,1000.0
94606,060014060002009,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002009,12,Copper (DSL/VDSL),75.0,20.0
94606,060014060002009,50,Fiber to the Premises,1000.0,1000.0
94606,060014060002011,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002011,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002016,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002016,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060002018,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060002018,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060003002,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060003002,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060003004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060003004,12,Copper (DSL/VDSL),50.0,10.0
94606,060014060003004,50,Fiber to the Premises,1000.0,1000.0
94606,060014060003005,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060003005,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060003005,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060003007,10,Copper (DSL/VDSL),3.0,0.384
94606,060014060003007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060003007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014060003009,11,Copper (DSL/VDSL),18.0,1.5
94606,060014060003009,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001001,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001001,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061001002,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001002,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061001003,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001003,12,Copper (DSL/VDSL),75.0,20.0
94601,060014061001007,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001007,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001008,10,Copper (DSL/VDSL),6.0,0.512
94601,060014061001008,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001008,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001011,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061001011,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001011,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001011,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001013,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001013,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001014,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001014,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001017,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061001018,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001019,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061001021,10,Copper (DSL/VDSL),6.0,0.512
94601,060014061001021,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001021,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001021,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001025,10,Copper (DSL/VDSL),6.0,0.512
94601,060014061001025,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001026,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001026,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001030,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001030,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001031,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061001031,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001034,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001034,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061001036,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001036,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001040,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001040,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061001040,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001042,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001042,50,Fiber to the Premises,1000.0,1000.0
94601,060014061001045,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061001045,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061002000,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061002001,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061002002,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061002003,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002004,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002005,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002006,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002007,11,Copper (DSL/VDSL),10.0,1.0
94601,060014061002008,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002010,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061002011,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061002012,11,Copper (DSL/VDSL),10.0,1.0
94601,060014061002013,11,Copper (DSL/VDSL),12.0,1.5
94601,060014061002014,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061002014,11,Copper (DSL/VDSL),10.0,1.0
94601,060014061002016,10,Copper (DSL/VDSL),1.5,0.256
94601,060014061002016,11,Copper (DSL/VDSL),6.0,1.0
94601,060014061002021,11,Copper (DSL/VDSL),3.0,1.0
94601,060014061002023,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061002023,12,Copper (DSL/VDSL),75.0,20.0
94601,060014061003000,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003000,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003000,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003001,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061003001,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003001,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003001,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003002,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003002,12,Copper (DSL/VDSL),75.0,20.0
94601,060014061003002,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003004,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003004,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061003004,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003005,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003005,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061003005,50,Fiber to the Premises,1000.0,1000.0
94606,060014061003006,11,Copper (DSL/VDSL),18.0,1.5
94606,060014061003006,12,Copper (DSL/VDSL),100.0,20.0
94606,060014061003006,50,Fiber to the Premises,1000.0,1000.0
94606,060014061003007,11,Copper (DSL/VDSL),18.0,1.5
94606,060014061003007,12,Copper (DSL/VDSL),100.0,20.0
94606,060014061003007,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003008,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061003008,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003008,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003009,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003009,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061003009,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003010,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003010,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003010,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003011,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003011,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003011,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003012,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003012,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003012,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003013,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003014,12,Copper (DSL/VDSL),25.0,5.0
94601,060014061003014,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003015,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003015,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003015,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003018,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003018,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061003018,50,Fiber to the Premises,1000.0,1000.0
94601,060014061003019,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061003019,12,Copper (DSL/VDSL),75.0,20.0
94601,060014061004000,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004000,50,Fiber to the Premises,1000.0,1000.0
94606,060014061004001,11,Copper (DSL/VDSL),18.0,1.5
94606,060014061004001,50,Fiber to the Premises,1000.0,1000.0
94606,060014061004004,11,Copper (DSL/VDSL),18.0,1.5
94606,060014061004004,12,Copper (DSL/VDSL),75.0,20.0
94601,060014061004006,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004006,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004006,50,Fiber to the Premises,1000.0,1000.0
94606,060014061004007,11,Copper (DSL/VDSL),12.0,1.5
94606,060014061004007,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004012,10,Copper (DSL/VDSL),6.0,0.512
94601,060014061004012,11,Copper (DSL/VDSL),12.0,1.5
94606,060014061004013,11,Copper (DSL/VDSL),25.0,2.0
94601,060014061004014,10,Copper (DSL/VDSL),3.0,0.384
94601,060014061004014,11,Copper (DSL/VDSL),25.0,2.0
94601,060014061004014,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004014,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004020,10,Copper (DSL/VDSL),6.0,0.512
94601,060014061004020,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004020,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004020,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004022,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004022,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004022,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004023,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004023,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004023,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004024,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004025,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004026,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004026,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004026,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004027,12,Copper (DSL/VDSL),50.0,10.0
94601,060014061004027,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004028,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004028,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004028,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004029,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004029,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004029,50,Fiber to the Premises,1000.0,1000.0
94601,060014061004030,11,Copper (DSL/VDSL),18.0,1.5
94601,060014061004030,12,Copper (DSL/VDSL),100.0,20.0
94601,060014061004030,50,Fiber to the Premises,1000.0,1000.0
94606,060014062011000,11,Copper (DSL/VDSL),18.0,1.5
94606,060014062011000,12,Copper (DSL/VDSL),75.0,20.0
94606,060014062011000,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011001,10,Copper (DSL/VDSL),1.5,0.256
94601,060014062011001,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011001,12,Copper (DSL/VDSL),100.0,20.0
94601,060014062011001,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011002,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011002,12,Copper (DSL/VDSL),100.0,20.0
94601,060014062011002,50,Fiber to the Premises,1000.0,1000.0
94606,060014062011003,11,Copper (DSL/VDSL),18.0,1.5
94606,060014062011003,12,Copper (DSL/VDSL),100.0,20.0
94606,060014062011003,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011004,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011004,12,Copper (DSL/VDSL),100.0,20.0
94601,060014062011004,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011005,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011005,12,Copper (DSL/VDSL),50.0,10.0
94601,060014062011005,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011006,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011006,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011007,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011007,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011008,50,Fiber to the Premises,1000.0,1000.0
94601,060014062011009,11,Copper (DSL/VDSL),18.0,1.5
94601,060014062011009,12,Copper (DSL/VDSL),100.0,20.0
